Object_ID;class;height_cm;weight_kg;body fat_%;diastolic;systolic;gripforce;sit and bend forward_cm;sit-ups counts;broad jump_cm;age;gender
1350;Common-C;180;73.1;25.5;72;144;37.5;19.5;27;187;62;1
1351;Poor-D;176.1;80.2;22.8;73;123;43;2.3;20;196;47;1
1352;Excellent-A;176.2;73.3;13.9;76;147;58.8;23.2;57;239;21;1
1353;Excellent-A;172;68.3;15.1;64;135;46;25.3;59;223;41;1
1354;Excellent-A;172;60.5;20.7;76;117;31;30.2;37;198;22;0
1355;Good-B;185.2;71.7;8.3;89;147;45;11.7;58;234;22;1
1356;Good-B;153;53.2;27.7;69;129;15.7;20.8;13;136;64;0
1357;Good-B;160.6;48.2;18;65;127;21.5;25.7;33;162;22;0
1358;Poor-D;186.1;93.6;28.7;73;128;46.1;6.9;30;186;30;1
1359;Common-C;159.5;48.7;19.1;61;100;28;10;41;191;33;0
1360;Common-C;176.5;78.4;22.4;77;157;39.6;17.6;42;221;21;1
1361;Poor-D;176.4;95.9;18.9;95;146;53.4;-0.9;44;202;47;1
1362;Common-C;167.6;61.5;20.5;100;138;38.5;12.7;57;206;27;1
1363;Excellent-A;170;61.9;16;79;129;48.4;14.5;53;233;35;1
1364;Poor-D;171.3;103.2;40.1;99;158;44.3;7;34;188;41;1
1365;Poor-D;179;83.4;25.2;96;143;38;7.8;52;212;29;1
1366;Common-C;161.9;57.6;21.4;80;129;38.8;9.8;38;195;29;1
1367;Poor-D;170.5;72.3;30.2;73;122;37.9;-5.1;22;177;45;1
1368;Excellent-A;172.7;72.8;28.9;86;147;34.7;22.1;59;165;27;0
1369;Excellent-A;172.4;79.6;14.8;75;119;52.7;17.6;52;249;25;1
1370;Excellent-A;168.5;57;28;89;125;26.6;27.2;32;170;46;0
1371;Common-C;185.3;72;16;67;120;41.3;8;52;260;21;1
1372;Excellent-A;156;50;18.2;80;138;30.1;30.5;35;190;25;0
1373;Poor-D;175.5;73.3;17.8;75;134;40.7;10.2;26;195;28;1
1374;Common-C;174;73.96;21.8;70;140;43.2;9.4;51;221;25;1
1375;Excellent-A;159.1;55.3;27.9;60;106;31.3;27.2;34;162;26;0
1376;Common-C;170;75.6;20;70;105;42.2;15.6;56;233;24;1
1377;Poor-D;178.5;66.7;14.9;86;133;46.3;0.4;51;240;30;1
1378;Common-C;166;52.1;30.1;60;120;22.5;11;37;150;22;0
1379;Excellent-A;164.3;53.1;19.9;61;121;28.9;23.7;60;177;22;0
1380;Poor-D;167.2;70.2;26.5;74;141;38.8;-6.2;42;197;35;1
1381;Common-C;178.3;86.3;12.5;88;126;48.1;24.9;51;249;24;1
1382;Excellent-A;155.5;54.66;24.7;57;107;25.4;27.8;37;169;26;0
1383;Excellent-A;175.3;73.4;19.5;74;136;46.4;19;45;232;35;1
1384;Excellent-A;171.8;68.18;17.9;79;129;46;16.4;58;192;25;1
1385;Poor-D;176.4;75.3;30.7;97;159;46.4;8.8;31;183;37;1
1386;Common-C;161.1;62.8;37;86;136;22.3;18.7;18;123;61;0
1387;Good-B;166.2;51.1;8.6;88;135;49.5;20.9;39;197;46;1
1388;Good-B;149.3;50.5;34.3;75;107;20.8;24;28;126;38;0
1389;Common-C;161.5;58.1;29.5;71;113;25.8;15.1;26;156;55;0
1390;Poor-D;156.7;52.8;36.8;84;143;25;11.2;11;111;58;0
1391;Poor-D;173.3;84.9;23.6;88;145;39.5;12;37;179;55;1
1392;Good-B;171.3;62.2;18.1;65;121;32.5;20.6;58;229;22;1
1393;Common-C;170.8;66.5;25.8;82;143;42.3;8.5;45;208;27;1
1394;Common-C;163.2;56;20.6;64;119;25.6;14.3;33;143;35;0
1395;Common-C;169.1;57.2;10;62;120;35.3;7.5;40;197;59;1
1396;Excellent-A;172.5;60.7;22.6;49;102;32;25.6;57;214;22;0
1397;Good-B;175;68;19;87;129;42.6;13;37;215;51;1
1398;Good-B;157.1;52.7;16.7;73;111;33.9;21.5;49;176;48;0
1399;Common-C;157.3;58.3;28.3;68;150;35.8;6.8;23;153;62;1
1400;Good-B;173.7;74.2;19.2;87;149;42.9;19.1;36;208;45;1
1401;Poor-D;162.5;113.3;53.5;82;135;24.4;3;12;100;30;0
1402;Poor-D;161.9;61.7;31.5;79;123;25.1;21.1;12;139;51;0
1403;Poor-D;172.5;85;31.1;84;135;41.6;8.5;41;195;45;1
1404;Poor-D;178.8;73.5;12.2;67;113;42.4;14;49;253;28;1
1405;Poor-D;167.3;53.5;16.4;75;122;34.5;9.2;40;182;23;1
1406;Poor-D;171.5;80.1;28;98;157;33.8;11.6;31;183;26;1
1407;Excellent-A;166.2;59.6;16.1;71;129;33;25;36;180;37;0
1408;Poor-D;172.9;73.4;19.1;83;130;30.5;-1.1;18;211;46;1
1409;Poor-D;169.1;79;35.5;82;142;34.7;-12.8;37;161;61;1
1410;Excellent-A;169.5;75.2;24;68;122;49;18.7;58;230;21;1
1411;Poor-D;158.9;58.7;27.9;84;127;18.9;12.8;8;105;50;0
1412;Good-B;179;79.4;16.8;67;125;45.6;16.6;56;199;26;1
1413;Poor-D;160.9;63.5;20.9;73;135;36.4;-8.9;35;183;21;1
1414;Excellent-A;162;63.1;20.3;67;127;29.3;26.9;50;185;27;0
1415;Common-C;178.9;77.3;26;99;159;39.8;21.9;43;221;40;1
1416;Good-B;173.6;74.1;15.6;63;159;43.9;22.7;52;214;21;1
1417;Common-C;162.4;53;23.1;82;135;28.1;9.4;35;171;32;0
1418;Common-C;150.7;54;33;80;131;24.6;13.1;27;123;54;0
1419;Good-B;174.3;86.6;20.4;84;138;54.3;10.6;46;231;27;1
1420;Common-C;172.2;72.7;27.1;82;138;42.1;14.7;36;213;47;1
1421;Common-C;178.4;68;11.2;70;129;45.8;8.4;48;225;23;1
1422;Good-B;158.1;49.6;26.2;83;129;25.4;21.5;29;164;25;0
1423;Good-B;173.8;72;18.6;93;152;43.3;18;48;223;44;1
1424;Excellent-A;170;70.3;13.9;90;111;46.6;24.6;56;248;48;1
1425;Excellent-A;172.7;61;24.6;70;108;27.2;20.8;56;178;21;0
1426;Good-B;183.6;81;16.1;76;145;38.8;13.8;61;256;26;1
1427;Good-B;168.1;60.7;24.9;82;130;26.1;15.9;33;188;24;0
1428;Poor-D;159.6;63.8;38.1;69;110;24.1;24.1;12;130;43;0
1429;Common-C;158.8;61.3;32.7;70;138;24.1;19.2;13;120;59;0
1430;Common-C;169.8;58.8;26;82;123;25.4;19;26;128;38;0
1431;Common-C;172.7;74;26.9;87;142;34.2;14.1;45;212;25;1
1432;Poor-D;156.2;64.5;33.6;82;114;25.6;0.1;21;171;40;0
1433;Excellent-A;164.6;53.6;21.3;60;114;29.5;23.3;41;162;29;0
1434;Good-B;183.1;83.6;11.6;78;143;53.9;15.2;50;262;24;1
1435;Excellent-A;160.7;56.6;19.3;75;120;24.2;23.8;59;173;26;0
1436;Good-B;164;72.9;40.4;80;117;24.6;21.3;32;146;23;0
1437;Good-B;174;78.8;20;80;120;54.4;17.2;45;222;30;1
1438;Poor-D;172.4;91;35.9;97;149;32.9;2.1;19;154;45;1
1439;Common-C;175;65;18.4;73;122;46.7;12.5;45;226;24;1
1440;Poor-D;160.3;58.84;33.7;74;112;27.1;4.7;44;152;22;0
1441;Excellent-A;175.8;71.3;14.5;80;137;42.5;23.4;48;234;41;1
1442;Poor-D;166.4;93.3;35.9;93.3;108;46.8;20.3;36;218;21;1
1443;Poor-D;155.7;59;29.7;81;120;26.2;2.9;30;150;25;0
1444;Common-C;179.8;80;19.1;86;137;47.8;22.2;51;239;42;1
1445;Common-C;171;71.6;24.6;81;129;41;4.8;46;213;35;1
1446;Common-C;174.7;72;20.1;73;133;38.6;8.4;54;206;23;1
1447;Common-C;168.7;67.5;17.6;70;156;38.4;6.4;46;200;28;1
1448;Poor-D;165.7;61;22.1;96;120;44.8;-2.7;28;158;41;1
1449;Good-B;180.3;83.3;20.4;78;136;51.8;16.3;52;239;33;1
1450;Common-C;167.2;67.7;31.4;79;130;31.1;13;26;187;42;0
1451;Excellent-A;171.4;71.4;24.4;64;118;40.1;16.5;59;205;25;1
1452;Common-C;163.4;62.9;30.3;79;120;31.6;24;24;166;27;0
1453;Common-C;156.7;61.1;31.1;84;136;23.7;15.1;24;105;57;0
1454;Good-B;177.8;77;19;76;126;43;10.1;45;246;35;1
1455;Common-C;179.1;78.6;25.1;93;159;42.3;12.6;50;223;28;1
1456;Excellent-A;162;51.4;27.9;79;128;24.3;27;35;135;45;0
1457;Good-B;172;73;24.1;68;114;41.6;17.5;50;200;30;1
1458;Poor-D;167.2;58.1;16.7;86;143;26.8;5.9;41;151;24;1
1459;Common-C;166.3;67.4;24.1;83;131;44.6;6;38;181;47;1
1460;Excellent-A;167.4;63.8;19.08869;80;136;37.4;20;60;199;45;1
1461;Excellent-A;175.9;66.2;14.9;74;121;47.3;21.4;52;225;30;1
1462;Poor-D;163.2;54.5;23.5;72;113;22.3;23.5;5;100;50;0
1463;Common-C;169.1;66.1;14.4;61;108;33.8;8.5;43;225;23;1
1464;Good-B;162.2;65.3;18.3;96;139;44.3;21.5;57;221;25;1
1465;Good-B;173.3;70;14.2;75;134;51.2;12.3;38;199;49;1
1466;Common-C;156.8;60.7;30.1;91;152;28.8;20.2;13;137;51;0
1467;Excellent-A;175.6;75.1;10.8;99;149;46.1;17.5;59;215;38;1
1468;Good-B;160.8;55.9;28.2;79;130;21.2;18.2;26;159;46;0
1469;Excellent-A;167.2;72.48;25.6;86;138;40.1;24.2;43;219;45;1
1470;Good-B;176.9;80.8;24.3;73;129;44.1;13.2;38;194;59;1
1471;Common-C;171.6;78.88;20.1;69;129;40.1;23.9;69;248;27;1
1472;Poor-D;181.3;96.2;32;99;153;39.4;5.2;25;189;21;1
1473;Good-B;168.4;71.9;19.9;72;124;46.4;20.4;47;223;29;1
1474;Excellent-A;158.6;59.9;32.9;70;117;27.5;22.6;24;135;59;0
1475;Excellent-A;168.4;59;23.4;65;119;26.3;23.9;28;130;58;0
1476;Good-B;153.6;52.8;28.6;75;119;29.1;18;24;155;55;0
1477;Common-C;164.7;65.3;31.4;84;134;25.9;18.8;17;150;47;0
1478;Poor-D;153.9;52.76;36.3;66;122;20.9;7.3;10;147;48;0
1479;Excellent-A;163.9;59.8;18.8;77;124;46.3;21.2;49;190;51;1
1480;Excellent-A;168.9;64.6;23.3;72;126;36.8;29.3;34;200;31;0
1481;Good-B;178.9;81.4;21.1;90;154;45.6;13.9;50;230;25;1
1482;Common-C;153.6;46.14;30.5;66;124;16.1;12.9;33;153;23;0
1483;Excellent-A;177.3;75.4;12.3;85;144;57.5;14.6;62;241;33;1
1484;Common-C;168.2;71.9;23.3;90;160;50.9;25;32;217;48;1
1485;Good-B;166;63.32;23.8;81;156;34.1;11.2;33;162;64;1
1486;Common-C;176.3;73.7;13.7;93;152;45.8;14.6;46;226;24;1
1487;Poor-D;175.2;75.2;27.6;83;132;41.5;6;35;172;27;1
1488;Good-B;172.4;69.9;23.2;85;137;42.6;18.5;40;215;42;1
1489;Poor-D;180.1;79.2;16.8;58;136;30.4;3.2;47;183;21;1
1490;Common-C;173;72;25.9;89;148;44;18.9;52;243;37;1
1491;Excellent-A;175;70.1;12.3;78;128;44.1;15.3;52;250;29;1
1492;Excellent-A;168.5;79.6;24.3;88;143;40.7;15.7;40;170;60;1
1493;Common-C;165.4;64;36.9;74;124;32.4;12.9;30;148;23;0
1494;Good-B;160.7;58.4;31.5;66;120;24.1;20.4;27;150;35;0
1495;Excellent-A;159.8;53.3;23.8;80;128;33.5;29.5;39;169;61;0
1496;Good-B;171.2;60.4;13.6;77;124;41.3;13;45;231;26;1
1497;Common-C;169.3;71.02;23;83;135;37.3;13.6;42;198;27;1
1498;Good-B;167.6;68.4;17;84;133;40.1;9.8;32;185;58;1
1499;Poor-D;166;61;29.2;73;124;20.8;7.2;21;153;28;0
1500;Common-C;172.7;78.3;24.5;92;126;34.2;10.1;27;199;50;1
1501;Excellent-A;165.3;51.2;20.5;65;115;23.4;20.6;32;156;31;0
1502;Excellent-A;162.6;58.1;12.7;76;133;41.8;20.5;59;242;24;1
1503;Excellent-A;169.9;62.8;12.8;71;118;49;17.7;47;200;53;1
1504;Good-B;166.7;58.6;22.4;99;134;25.2;20.2;27;124;49;0
1505;Poor-D;174.7;80.8;22.1;71;130;48.8;-0.8;48;228;28;1
1506;Excellent-A;167.8;51.7;18.9;74;122;29;23.4;39;182;40;0
1507;Common-C;174.1;75.9;20.7;87;143;41.3;7.2;37;183;35;1
1508;Common-C;174.2;77.6;21.1;89;143;43.6;22.4;63;240;43;1
1509;Common-C;168.2;75.4;21.2;86;150;26.4;10.9;43;221;38;1
1510;Poor-D;177.5;80.5;26.6;94;146;49.2;6.6;25;196;46;1
1511;Excellent-A;176;70.7;15.9;80;129;43.5;15;48;218;40;1
1512;Common-C;167;74;23.8;89;133;41.6;21;62;211;23;1
1513;Poor-D;168.1;57.3;27.5;64;116;17.5;-7.2;29;126;23;0
1514;Common-C;176.9;74.68;20.2;80;120;54.1;15.2;26;189;61;1
1515;Excellent-A;163;60.9;30;53;112;32.8;27.1;44;188;28;0
1516;Poor-D;171.3;79.04;33.8;80;120;44.2;-11.1;32;185;42;1
1517;Common-C;179.3;67.5;17.5;65;121;50.1;18.2;62;242;27;1
1518;Poor-D;174.6;82.1;27.1;84;127;46;-2;28;227;36;1
1519;Common-C;177.2;73.4;17.9;78;141;50.9;10.6;55;223;22;1
1520;Common-C;179.7;78.5;18.6;85;121;42.8;9.7;40;232;34;1
1521;Good-B;177.3;70.4;20.7;77;120;37.9;17.7;59;240;39;1
1522;Excellent-A;170.8;70.4;18.5;72;127;43.1;22;49;225;36;1
1523;Good-B;173;72.8;8.4;62;127;43.3;14.1;64;232;27;1
1524;Good-B;184.5;88.1;21.3;74;118;49.4;26.5;50;250;29;1
1525;Excellent-A;166.1;61.2;19.2;71;137;29.8;29.1;61;213;21;0
1526;Common-C;164;63.3;20.8;72;128;40.6;8;43;203;24;1
1527;Common-C;155.4;54;30.7;92;131;23.6;26.6;22;148;34;0
1528;Excellent-A;159.3;59.4;33.8;82;121;26.6;25.3;45;166;26;0
1529;Good-B;168.7;62.32;15.8;72;129;37.5;11.4;61;228;24;1
1530;Good-B;172.1;77.3;21.4;96;158;53.1;20.6;52;220;21;1
1531;Good-B;178.1;66.4;5.5;66;124;39.2;23.6;56;265;27;1
1532;Common-C;166.9;60.9;26.1;78;117;21.1;17.7;13;131;55;0
1533;Common-C;165.9;58.8;23.9;73;119;24.2;25.3;30;160;47;0
1534;Poor-D;158;76.8;41.1;80;117;33.9;5.9;1;133;42;0
1535;Excellent-A;153.1;52.7;29.3;71;107;23.4;22.7;27;144;51;0
1536;Excellent-A;167;54.9;17.4;66;109;28.4;21.5;39;180;43;0
1537;Common-C;172;54.3;20.5;78;122;26.5;18.2;37;185;29;0
1538;Good-B;147.5;52.2;36.2;82;158;19.5;19.3;20;122;61;0
1539;Excellent-A;161.6;52.7;22.6;76;115;23.9;23.6;31;173;37;0
1540;Good-B;165;52.4;19.7;83;132;21.9;29.3;35;170;41;0
1541;Poor-D;156.7;77;35.4;94;142;46.3;18.8;30;215;29;1
1542;Excellent-A;170;65.1;15;77;136;52.6;15.5;34;214;60;1
1543;Common-C;184;80.4;11.9;60;129;42.4;15.8;43;187;22;1
1544;Good-B;160.3;51.5;27.6;48;103;25;23;26;168;30;0
1545;Excellent-A;180.2;68.4;14.5;77;127;44;16.2;49;232;33;1
1546;Excellent-A;169;67.5;13.8;75;157;41.4;22.9;61;242;24;1
1547;Excellent-A;179;84.2;27.4;90;143;53.2;16.1;56;229;22;1
1548;Excellent-A;170.8;59.72;23.2;79;136;29.2;20.9;40;167;27;0
1549;Common-C;174.8;74.4;20.5;68;130;42.6;9.6;42;193;48;1
1550;Common-C;152.7;59.8;29.5;60;110;21.1;23.7;12;134;64;0
1551;Excellent-A;156.3;61.7;29.7;88;124;27.7;21.7;41;165;32;0
1552;Common-C;163.7;69.4;24.5;83;123;39.9;14;30;180;54;1
1553;Common-C;173.9;77.5;18.2;77;138;47.3;11.1;62;229;32;1
1554;Poor-D;169.4;72.8;43.6;89;133;30.7;18.7;33;143;24;0
1555;Good-B;170.5;70.4;21.6;79;134;39.7;10.3;38;230;40;1
1556;Poor-D;168.3;63.8;17.4;81;125;40.6;2.5;45;205;33;1
1557;Poor-D;166.1;71;30.8;89;142;41.9;-6;33;167;28;1
1558;Poor-D;150.3;66.3;37.8;82;120;12.9;12.8;18;140;58;0
1559;Common-C;174.9;77.3;17.4;77;139;55.5;22.1;46;225;24;1
1560;Good-B;162.3;46.2;26.2;97;131;21.6;14;39;163;31;0
1561;Excellent-A;161.2;57.9;24.3;65;114;26.8;23.6;53;180;22;0
1562;Poor-D;166.4;67.7;29.4;83;140;23.9;11.4;30;160;50;0
1563;Poor-D;174.5;77.4;31.4;97;158;36.9;11.5;23;168;59;1
1564;Common-C;176.8;79.6;15.1;92;154;62.6;18.8;59;241;29;1
1565;Poor-D;156;54.4;31.9;88;136;25.7;4.5;21;159;53;0
1566;Common-C;155.4;51;26.2;70;110;25.3;15.3;29;123;59;0
1567;Excellent-A;176.3;64.7;13.09016;84;146;46.8;19.9;54;226;30;1
1568;Good-B;179.4;77.56;18;71;128;44.6;16.7;54;217;26;1
1569;Excellent-A;156.1;49.7;18.1;67;118;31.7;20.4;35;152;25;0
1570;Good-B;176.3;79.1;20;86;140;43.2;12.8;42;207;34;1
1571;Poor-D;179.2;78.26;21.6;79;140;46.9;-3.2;39;199;27;1
1572;Good-B;166.5;75.5;8.7;77;131;51.4;11.1;58;245;36;1
1573;Good-B;166.1;76;21.2;80;133;46.5;20.9;58;240;27;1
1574;Poor-D;159.6;71.9;37.5;92;153;10.1;11.5;12;155;43;0
1575;Good-B;154.8;47;29.3;81;137;21.9;28.7;15;150;60;0
1576;Common-C;168.9;64;22.1;85;140;34.6;9.2;57;218;21;1
1577;Common-C;176.6;68.7;15.5;68;131;35.6;7.8;60;236;25;1
1578;Common-C;168.6;58.9;12.6;87;116;30.2;16.9;44;217;21;1
1579;Common-C;173.7;66.6;16.5;94;158;38;7.7;39;207;47;1
1580;Excellent-A;164;53.9;20.3;70;116;31.3;19.4;49;194;29;0
1581;Common-C;164.9;57.4;14.2;81;154;37.1;13.9;45;226;24;1
1582;Common-C;174;74.7;23.8;80;154;42.2;6.4;49;213;33;1
1583;Excellent-A;162.5;57.8;27.6;99;158;29.4;19.5;43;183;36;0
1584;Common-C;168.6;74.3;18.3;77;135;47.4;8.1;57;220;23;1
1585;Common-C;175.8;75.2;17.7;74;149;36.9;21.8;44;246;29;1
1586;Good-B;175;59.7;15.2;75;131;36.8;12.2;47;214;32;1
1587;Excellent-A;177.5;77.84;19.5;66;130;49.2;20.3;60;242;26;1
1588;Good-B;155;49.4;32.1;72;130;23;18.1;30;133;58;0
1589;Common-C;177.6;69.3;28.3;81;159;38.8;11.3;29;146;60;1
1590;Good-B;169.6;78.9;22.8;95;120;46.3;11.5;52;219;31;1
1591;Poor-D;164.2;56;29.5;61;114;27.1;21.6;28;159;25;0
1592;Excellent-A;174.8;70.5;12.6;71;108;58.4;22.5;64;275;25;1
1593;Common-C;172.9;73.6;21;81;128;39;11.4;52;214;21;1
1594;Poor-D;160.9;80.9;47.7;80;128;28.4;-4.5;2;86;45;0
1595;Good-B;175.9;64.9;18.1;69;129;49.6;18.5;58;211;27;1
1596;Poor-D;160.5;74.9;36.4;93;126;33.9;17.8;18;161;37;0
1597;Poor-D;156.1;67.6;35.9;91;159;27.5;12.4;24;156;36;0
1598;Excellent-A;171.4;73.9;10.2;68;136;51.9;27.6;60;269;25;1
1599;Good-B;172.2;70.5;20.2;76;127;50.2;15.7;46;207;32;1
1600;Excellent-A;163.7;58;25.6;62;103;28.5;22.1;43;182;23;0
1601;Common-C;164.1;64.7;30.3;68;114;26.7;13.5;27;174;43;0
1602;Excellent-A;168.2;66.9;24.4;81;155;40.3;22.6;31;194;60;1
1603;Common-C;159;49.6;33.1;80;120;23.4;10.5;26;138;29;0
1604;Poor-D;176.8;89.5;25.7;89;145;43.5;-0.7;49;211;46;1
1605;Common-C;159.3;50.5;23.4;80;118;27.9;24.4;30;138;26;0
1606;Excellent-A;172;69.4;13.88621;92;144;44.9;15.4;64;257;34;1
1607;Poor-D;166.4;55.8;17.2;80;126;31.4;14.3;25;203;53;1
1608;Common-C;170.2;69.6;16.4;86;130;44.7;9.7;45;191;30;1
1609;Excellent-A;173.6;68.5;16.5;79;138;44.8;25.8;60;229;32;1
1610;Good-B;178;85.7;20;94;143;52;23.3;54;209;27;1
1611;Good-B;173.7;87.5;19.8;58;105;67.1;12.5;47;240;29;1
1612;Common-C;169.1;50.4;25.9;61;116;21.4;33.3;26;182;24;0
1613;Poor-D;157;63.3;31.8;82;130;24;11.1;18;153;53;0
1614;Good-B;163.1;60.9;31.2;72;119;25.8;24.9;40;163;25;0
1615;Excellent-A;170.5;70.4;17.1;83;144;39.4;19.2;52;223;28;1
1616;Poor-D;155.4;59.8;38.7;89;147;25.3;19.1;2;119;61;0
1617;Good-B;172.3;72.3;28.3;80;120;42.8;19.1;47;215;35;1
1618;Excellent-A;174.2;70;11.7;78;117;41.1;18.2;60;245;28;1
1619;Common-C;170;64.5;20.5;80;118;39.6;7.6;33;155;50;1
1620;Good-B;170.8;67.9;21.5;82;137;44.2;9.4;32;210;52;1
1621;Common-C;177.3;76.6;23.3;73;125;34.3;17.6;44;180;23;1
1622;Excellent-A;157.4;48.6;19.6;71;120;32.3;18.5;39;169;28;0
1623;Good-B;170.4;71;19.7;79;141;51;11;50;225;44;1
1624;Good-B;181.4;85.4;24.7;78;138;48.5;12.9;63;226;31;1
1625;Excellent-A;164.8;72.7;31.4;52;101;32.2;25;38;155;37;0
1626;Good-B;170.3;69.2;24.4;97;151;43.1;14.5;43;217;41;1
1627;Good-B;171;79.3;21.1;91;139;50.6;15.3;58;216;33;1
1628;Common-C;173.6;72.3;19.8;78;138;52;16.2;40;208;34;1
1629;Good-B;166.8;43.8;23.1;80;110;23.6;24.6;34;187;24;0
1630;Excellent-A;172;74.9;26.3;72;121;40.3;21.1;62;207;26;1
1631;Common-C;169.1;74.6;22.1;65;115;16.7;7.8;48;214;40;1
1632;Good-B;170.6;76.54;22;80;120;48.4;13.9;43;218;39;1
1633;Common-C;159.5;48.4;24.5;73;120;23.4;25.1;42;180;21;0
1634;Poor-D;171.4;74.9;24.4;76;137;51.4;16;36;212;27;1
1635;Poor-D;163.9;58.4;19.1;81;131;31.1;-13.3;24;168;64;1
1636;Poor-D;150.7;47.6;28.7;79;128;22.9;10.9;10;119;53;0
1637;Excellent-A;154.9;58.92;31.8;99;147;30.3;19.6;43;133;26;0
1638;Poor-D;146.2;51.7;3.5;48;152;25.1;15.4;13;110;58;0
1639;Good-B;162.5;46.7;18.4;61;125;18.7;17.1;26;145;34;0
1640;Good-B;164.4;62.7;28;91;146;33.9;19;30;180;41;0
1641;Good-B;174.3;78.1;17.9;74;137;48.1;10;42;199;57;1
1642;Common-C;182.1;79.1;22.9;75;125;40.8;9.9;35;204;34;1
1643;Poor-D;166.4;59.2;34.1;91;134;23.1;-1;22;130;43;0
1644;Excellent-A;168;55.1;6.2;90;131;39.8;27.4;60;230;22;1
1645;Good-B;179;81.6;18.1;88;158;57.6;13.3;51;237;26;1
1646;Good-B;175.8;78.8;19.7;61;110;54.2;19.6;51;230;21;1
1647;Poor-D;158.6;60.2;33.7;67;131;24;17.2;6;138;64;0
1648;Common-C;155.5;52.8;30.9;99;130;24;14.7;22;150;39;0
1649;Good-B;162.1;71.7;27.8;87;144;36.2;22.8;37;200;61;1
1650;Common-C;167.1;65.1;15.5;87;135;34.9;14.3;34;214;39;1
1651;Poor-D;167.2;76.1;31.7;96;144;41.8;5;23;177;55;1
1652;Good-B;170.8;74.1;20;65;116;46;21.2;48;255;23;1
1653;Common-C;158.7;61.74;38;76;130;26.5;21.5;30;147;37;0
1654;Common-C;172.6;64;19;87;148;29.9;6.3;39;199;27;1
1655;Common-C;169.8;63.1;22.2;76;137;46.4;6.6;48;229;37;1
1656;Poor-D;163.1;53;28.3;69;124;20.3;26.6;33;138;21;0
1657;Common-C;172.6;68.2;21.2;97;155;46.4;26.1;51;217;34;1
1658;Good-B;177.2;81.2;17.5;84;141;48.4;11.7;56;226;28;1
1659;Poor-D;173;81;26.4;70;130;47.2;6.1;41;195;21;1
1660;Common-C;173.8;92.5;24.5;91;157;51.2;16.5;60;215;22;1
1661;Poor-D;144.1;54.8;37.4;76;136;17.5;3.4;0;60;64;0
1662;Good-B;171.6;55.5;14.6;88;147;45.2;14.5;43;210;46;1
1663;Common-C;156.8;48.08;22.3;74;107;23.1;20.4;28;162;21;0
1664;Excellent-A;159.6;45.9;25.8;76;118;23.7;20.7;45;194;21;0
1665;Poor-D;159.3;55.6;31.1;64;115;23;4.8;15;139;57;0
1666;Common-C;176.8;59.66;13.2;86;147;37.2;6.2;49;198;22;1
1667;Excellent-A;179.3;74.5;20.6;86;118;46.6;22.6;55;240;27;1
1668;Common-C;162.1;69.3;24.9;81;147;35.1;22;30;190;55;1
1669;Excellent-A;167.4;63.2;16.4;90;146;38.3;11.9;31;185;60;1
1670;Common-C;158;49.1;24.2;84;134;28.3;10.6;26;185;28;0
1671;Poor-D;170.1;64.3;19;82;143;45.3;14.4;29;221;44;1
1672;Common-C;160.6;58.8;24.4;79;139;34.4;22.1;37;161;41;0
1673;Good-B;159.6;42.54;26.1;52;99;20.2;15;43;165;24;0
1674;Good-B;179.7;75.8;20.5;93;154;60;16.4;52;234;26;1
1675;Common-C;175.5;73.1;23.4;78;128;46.1;12.6;41;227;28;1
1676;Common-C;167.1;59.2;26.6;73;113;27.3;14.4;22;138;31;0
1677;Excellent-A;158.6;56.52;30.9;74;117;32.8;19.2;35;180;27;0
1678;Excellent-A;154.1;50.7;26.7;90;121;24.2;20.5;34;151;49;0
1679;Good-B;179.9;77.7;15.2;66;126;55.6;17.3;60;208;32;1
1680;Common-C;165.5;62.2;36.8;69;112;24.6;16;26;130;49;0
1681;Common-C;175;83;24.7;81;138;35.3;15.4;51;206;35;1
1682;Excellent-A;170.3;72.8;15.3;75;123;48.1;17.2;58;266;26;1
1683;Good-B;165.6;63.3;18.1;67;126;40.4;28.6;52;186;23;1
1684;Good-B;148;46.2;23.2;83;121;21.7;16.2;33;168;25;0
1685;Poor-D;171;78.1;29.1;98;152;36.2;10.5;17;163;57;1
1686;Excellent-A;170.2;62.5;14;74;138;42.6;21.9;59;238;30;1
1687;Excellent-A;181.7;91.76;11.7;86;156;60.1;21.1;58;245;28;1
1688;Common-C;170.9;74.36;19.6;96;135;51.4;7.3;39;209;46;1
1689;Poor-D;167.1;64.48;18.4;74;125;21.7;29.4;33;143;39;0
1690;Excellent-A;172.9;71.4;14.4;81;143;50.3;18.3;58;260;26;1
1691;Excellent-A;171.6;71.1;19.2;83;120;53.9;19.6;60;247;25;1
1692;Good-B;174.4;76.8;26.9;95;155;49;17.6;47;235;33;1
1693;Common-C;178.4;71.8;15.1;99;138;46.6;10.7;54;251;24;1
1694;Poor-D;181.8;80.9;31.1;92;130;33.5;14.5;41;245;25;1
1695;Poor-D;170.1;100;37.7;94;143;34.8;3.8;12;156;27;1
1696;Excellent-A;158.3;53.1;26.5;87;139;19.1;22.2;42;161;26;0
1697;Common-C;168.7;74;21.4;82;130;39.7;14.1;45;158;25;1
1698;Excellent-A;171.8;55.8;11;76;118;38.6;14.1;41;216;46;1
1699;Poor-D;154;65.1;36.4;84;130;27.9;23.9;0;112;44;0
1700;Common-C;160.7;62.4;30.2;64;110;23.3;19.4;44;132;23;0
